S.No,e-publish Date,Bid Submission Closing Date,Tender Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Reference Link
437.,22-Aug-2023 10:00 AM.,31-Aug-2023 10:00 AM,01-Sep-2023 10:00 AM,[AMC of Staff quarters 2023 24 civil work]  [ESD/1/13/2023][2023_CSIR_164872_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||ESD-IIP - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SHcIGS65S5Jvyv%2Fp%2BRIPNRQ%3D%3D
438.,18-Aug-2023 06:00 PM.,24-Aug-2023 03:00 PM,24-Aug-2023 03:30 PM,"[Engaging of vehicles and labours for removal of malba, rubbish, mix waste, sweeped material etc in division MIV/CNZ]  [EE(M)-IV/CNZ/TC/2023-24/21-01][2023_SDMC_164934_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=Snj%2BY87rBno3nDEMgkOwY7A%3D%3D
439.,18-Aug-2023 12:00 PM.,24-Aug-2023 03:00 PM,25-Aug-2023 03:00 PM,[Replacement of existing wet riser at Admin building (Riser-2) and ED building (Riser-1) in IIT Madras]  [Qn-01/2023-24/ELDB][2023_IITM_164853_1],Indian Institute of Technology Madras||Engineering Unit - IITM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=ShF3knVyNaqF41j7dMrqecg%3D%3D
440.,18-Aug-2023 01:00 PM.,24-Aug-2023 03:00 PM,25-Aug-2023 03:00 PM,[Replacement of acoustic jacket to 3 X 120 TR Voltas chillers near Central Library AC Plant at IIT Madras]  [e-Quotation No. 01R/2023-24/ELDB][2023_IITM_164873_1],Indian Institute of Technology Madras||Engineering Unit - IITM,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SVZhjZkJbisGSQjkc7XHN%2Fw%3D%3D
441.,18-Aug-2023 06:00 PM.,08-Sep-2023 06:00 PM,11-Sep-2023 11:00 AM,"[Replacement of LT cable and LED street lights in operational Area at Begumpet Airport, Hyderabad]  [AAI/HYD/ENGG (E)/LT cable/NIT-01/23][2023_AAI_164671_1]",Airports Authority of India||Southern Region - AAI||HYDERABAD - AAI||ENGG ELECT-VOHY - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SgWnWKD4yDw%2FCx2kqsG9zrw%3D%3D
442.,18-Aug-2023 05:00 PM.,24-Aug-2023 03:00 PM,24-Aug-2023 03:05 PM,[Engaging MMV]  [EE(M-I)CLZ/2023-24/ 16-01][2023_NDMC_164915_1],North Delhi Municipal Corporation||Enigeering Electric -North DMC,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SYVsTVz3AxeIqjMhGxHGwuQ%3D%3D
443.,18-Aug-2023 06:00 PM.,26-Aug-2023 03:00 PM,28-Aug-2023 02:00 PM,[SITC of enclosure/canopy for safety of installed anti-smog water guns on roof top of high rise municipal buildings under MCD.]  [EE-EandM/MCD/ENGG./2023-24/9.1][2023_MCD_164881_1],Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SySdqDByhbldG%2FiT4bsxqXw%3D%3D
444.,18-Aug-2023 04:30 PM.,28-Aug-2023 06:00 PM,30-Aug-2023 03:00 PM,[Replacement of corroded GI sheet roofing and truss work at TE building Teressa]  [14/NIT/CD-PB/AN/2023-24][2023_BSNL_164914_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andaman and Nicobar Telecom Circle||EE (CIVIL),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=Ss2TJUbj4w8cN1AmX3H%2BDRA%3D%3D
445.,18-Aug-2023 05:00 PM.,28-Aug-2023 10:00 AM,28-Aug-2023 10:00 AM,[Electrical Work-CSPZ]  [MCD/TR/5712/2023_6_1_1/1][2023_MCD_164886_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SaeyiLbU2B23k2bArpYEiYg%3D%3D
446.,18-Aug-2023 05:00 PM.,28-Aug-2023 10:00 AM,28-Aug-2023 10:00 AM,[Electrical Work-CSPZ]  [MCD/TR/5906/2023_6_1_1/1][2023_MCD_164890_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S7GR2W5KqM1kYj4XmZNoH4A%3D%3D
447.,18-Aug-2023 06:00 PM.,24-Aug-2023 12:00 PM,25-Aug-2023 12:30 PM,[ EE(E)-I/Sh.N/MCD/23-24/TC-27/1 ]  [ EE(E)-I/Sh.N/MCD/23-24/TC-27/1 ][2023_MCD_164884_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SUyQp9gkw5COv%2Fwid%2BcevjA%3D%3D
448.,18-Aug-2023 05:30 PM.,24-Aug-2023 09:00 AM,25-Aug-2023 09:15 AM,"[Supplying and stacking of material for day to day maintenance work at JE store Ward No. 36, Nilothi, M-II, NZ ]  [MCD/TR/5152/2023_5_1_1/1][2023_MCD_164926_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=Sc2IPdIEuHPBLHnH6jHcuwA%3D%3D
449.,18-Aug-2023 05:20 PM.,26-Aug-2023 11:00 AM,28-Aug-2023 11:30 AM,"[Providing and installation of ABT type Net-energy meter at 11 KV sub-station at CSIR- NEERI, Nagpur]  [50(27)/2023-24/W][2023_CSIR_158044_3]",Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||ESD-NEERI - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SYaZZgFuGt%2B17W8TlWCYFyw%3D%3D
450.,18-Aug-2023 06:00 PM.,24-Aug-2023 12:00 PM,25-Aug-2023 12:30 PM,[ EE(E)-I/Sh.N/MCD/23-24/TC-28/1]  [ EE(E)-I/Sh.N/MCD/23-24/TC-28/1][2023_MCD_164924_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SrX7oCwWmEgxr%2BLe1nq1Q3w%3D%3D
451.,18-Aug-2023 06:00 PM.,31-Aug-2023 02:30 PM,01-Sep-2023 03:00 PM,"[Renovation or upgradation works at MS Block-I (Fan Type) B wing quarters in CSIR-CLRI Staff Quarters, Adyar, Chennai-600020]  [CLRI/13(4)/2023-24/Wks][2023_CSIR_163861_1]",Council of Scientific and Industrial Research||CLRI-Chennai - CSIR||ESD-CLRI - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SSuWa%2Ffyru2%2BgGbjUgj%2FlZQ%3D%3D
452.,18-Aug-2023 05:00 PM.,28-Aug-2023 10:00 AM,28-Aug-2023 10:00 AM,[Electrical Work-CSPZ]  [MCD/TR/5712/2023_6_1_1/1][2023_MCD_164886_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SaeyiLbU2B23k2bArpYEiYg%3D%3D
453.,18-Aug-2023 05:00 PM.,28-Aug-2023 10:00 AM,28-Aug-2023 10:00 AM,[Electrical Work-CSPZ]  [MCD/TR/5906/2023_6_1_1/1][2023_MCD_164890_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S7GR2W5KqM1kYj4XmZNoH4A%3D%3D
454.,18-Aug-2023 06:00 PM.,26-Aug-2023 06:00 PM,29-Aug-2023 03:30 PM,[10/NIT/BSNL/CD/HBL/2023-24]  [10/NIT/BSNL/CD/HBL/2023-24][2023_BSNL_162880_2],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Karnataka Telecom Circle||CE (Civil) Bengaluru,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=StLKNJKf5gOAmDBaFnE2Q7g%3D%3D
455.,18-Aug-2023 06:00 PM.,24-Aug-2023 12:00 PM,25-Aug-2023 12:30 PM,[ EE(E)-I/Sh.N/MCD/23-24/TC-27/1 ]  [ EE(E)-I/Sh.N/MCD/23-24/TC-27/1 ][2023_MCD_164884_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SUyQp9gkw5COv%2Fwid%2BcevjA%3D%3D
456.,18-Aug-2023 06:00 PM.,24-Aug-2023 02:00 PM,25-Aug-2023 02:30 PM,[Provision of aluminium partition in PMU research lab at Metrology Sub-Station at NPL Campus]  [04/0253/2023 WS][2023_CSIR_164957_1],Council of Scientific and Industrial Research||NPL New Delhi - CSIR||ESD-NPL - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SKV7a0r19M%2FOGUo%2FAc5j9Xw%3D%3D
457.,18-Aug-2023 05:20 PM.,26-Aug-2023 11:00 AM,28-Aug-2023 11:30 AM,"[Providing and installation of ABT type Net-energy meter at 11 KV sub-station at CSIR- NEERI, Nagpur]  [50(27)/2023-24/W][2023_CSIR_158044_3]",Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||ESD-NEERI - CSIR,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SYaZZgFuGt%2B17W8TlWCYFyw%3D%3D
458.,18-Aug-2023 06:15 PM.,31-Aug-2023 11:00 AM,01-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through etender for Nekawala FP at km 11.750 on Manoharpur Dausa section in the state of Rajasthan]  [NHAI/13013/547/CO/23-24/ CB/Nekawala FP][2023_NHAI_164977_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SDEZQg5Xbh6LbR00S2GFj3Q%3D%3D
459.,19-Aug-2023 11:00 AM.,01-Sep-2023 11:00 AM,02-Sep-2023 11:00 AM,[Emergent Works for Providing Short Term Measures to 4Nos of MORTH identified blackspots of Koyambedu to Maduravoyal Section of NH 4 from Km 9.410 to Km 13.535 in the State of Tamil Nadu]  [NHAI/PIU CHN/NH-4/ROAD SAFETY/2023-24/01][2023_NHAI_164976_1],National Highways Authority of India||RO-Chennai - NHAI||Chennai - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SbHn66PiGCuoFdDM548lSCA%3D%3D
460.,19-Aug-2023 11:00 AM.,28-Aug-2023 03:00 PM,28-Aug-2023 03:30 PM,"[Supply and Stacking of RCC Slab for day to day maintenance work in W.No.176, Govindpuri, CNZ.]  [11/EE (M)-II/CNZ/TC/2023-2024/02][2023_MCD_165010_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SGeP036KidDKgBjRAMcP5fA%3D%3D
461.,19-Aug-2023 09:00 AM.,31-Aug-2023 11:00 AM,01-Sep-2023 11:30 AM,[Engagement of user fee collection agency on the basis of CB through e-tender at Halaharvi FP at Km 101.650 on Adoni to Madhavaram (via Mantralayam) section in the state of Andhra Pradesh]  [NHAI/13013/547/CO/23-24/ CB/Halaharvi FP][2023_NHAI_165001_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S%2BQueNRI2BDcw0M46wZ22tQ%3D%3D
462.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Thenpalli FP at km 19.500 of NH18 (km 336.543 of NH40) for the section from Pileru to Puthalapattu Section (two lanes with paved shoulders) of NH number 40 (old NH18) in the State of Andhra Pradesh]  [NHAI/13013/547/CO/23-24/ EQ/Thenpalli FP][2023_NHAI_165003_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SsMOfDjwew0MxzdH8JDNbng%3D%3D
463.,18-Aug-2023 04:30 PM.,28-Aug-2023 06:00 PM,30-Aug-2023 03:00 PM,[Replacement of corroded GI sheet roofing and truss work at TE building Teressa]  [14/NIT/CD-PB/AN/2023-24][2023_BSNL_164914_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andaman and Nicobar Telecom Circle||EE (CIVIL),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=Ss2TJUbj4w8cN1AmX3H%2BDRA%3D%3D
464.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Kala Tibba FP at km.45.660 for the section of Dabwali Situgunno Abohar Section in the State of Punjab]  [NHAI/13013/547/CO/23-24/ EQ/Kala Tibba FP][2023_NHAI_165004_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S3sRHjp10HMkSpzJt4qp3sA%3D%3D
465.,19-Aug-2023 11:00 AM.,28-Aug-2023 03:00 PM,28-Aug-2023 03:30 PM,"[Supply and stacking of Premix cold emulsion bag for day to day maintenance work in W.No.175,Kalkaji,CNZ.]  [11/EE (M)-II/CNZ/TC/2023-2024/06][2023_MCD_165017_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SzM4n0s%2BJa9R4flK06eALyg%3D%3D
466.,19-Aug-2023 09:00 AM.,18-Sep-2023 11:00 AM,19-Sep-2023 11:00 AM,[AAI/JVC/PPP-II/IE/LUCKNOW/2023]  [AAI/JVC/PPP-II/LUCKNOW/2023][2023_AAI_164994_1],Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SV8eIyd%2BKUnCZAZF1W15bwA%3D%3D
467.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Paind FP at km 227.500 Sangrur to Dogal Kalan and to Punjab Haryana Border from km 181.805 to km 238.819 of NH7(New NH52) in the State of Punjab]  [NHAI/13013/547/CO/23-24/ EQ/Paind FP][2023_NHAI_165005_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SaNSzHlX95JaClJuTDkpVcg%3D%3D
468.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Morwala fee plaza at km 32.640 from Km.130.770 to Km. 228.630 in the State of Haryana and upkeep/maintenance of adjacent Toilet blocks including recouping the consumable items.]  [NHAI/13013/547/CO/23-24/EQ/ Morwala][2023_NHAI_165007_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SkXAop%2F%2BXT2fS1qG676u5Eg%3D%3D
469.,19-Aug-2023 01:00 PM.,28-Aug-2023 06:00 PM,31-Aug-2023 03:30 PM,"[Sweeping and cleaning work in BSNL Staff Colonies at Indira Nagar and Vikas Khand, Vijay Khand, Gomti Nagar Lucknow for period of one year.]  [NIT No. 07/2023-24/BSNL/CDL][2023_BSNL_165042_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=ScCP0qYykoVFpymqJO%2FL1qQ%3D%3D
470.,18-Aug-2023 05:30 PM.,24-Aug-2023 09:00 AM,25-Aug-2023 09:15 AM,"[Supplying and stacking of material for day to day maintenance work at JE store Ward No. 36, Nilothi, M-II, NZ ]  [MCD/TR/5152/2023_5_1_1/1][2023_MCD_164926_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=Sc2IPdIEuHPBLHnH6jHcuwA%3D%3D
471.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Kala Tibba FP at km.45.660 for the section of Dabwali Situgunno Abohar Section in the State of Punjab]  [NHAI/13013/547/CO/23-24/ EQ/Kala Tibba FP][2023_NHAI_165004_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=S3sRHjp10HMkSpzJt4qp3sA%3D%3D
472.,19-Aug-2023 11:00 AM.,28-Aug-2023 03:00 PM,28-Aug-2023 03:30 PM,"[Supply and stacking of Premix cold emulsion bag for day to day maintenance work in W.No.175,Kalkaji,CNZ.]  [11/EE (M)-II/CNZ/TC/2023-2024/06][2023_MCD_165017_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SzM4n0s%2BJa9R4flK06eALyg%3D%3D
473.,19-Aug-2023 02:00 PM.,31-Aug-2023 03:00 PM,01-Sep-2023 03:30 PM,[Operation of all EMS mtce of EI and fans and comp mtce of pumps Substation fire Fighting Wet Riser Sprinkler System Fire Extinguishers and Associated equipments of DG sets UPS for 12 months RECALL]  [09 /EEE BSNL ED-II/CH / 2023-24 ][2023_BSNL_165034_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Tamilnadu Telecom Circle||CE(Electrical), Chennai",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SbtkJOg1ImJ7%2BAgJRpy5ANg%3D%3D
474.,19-Aug-2023 09:00 AM.,18-Sep-2023 11:00 AM,19-Sep-2023 11:00 AM,[AAI/JVC/PPP-II/IE/LUCKNOW/2023]  [AAI/JVC/PPP-II/LUCKNOW/2023][2023_AAI_164994_1],Airports Authority of India||CHQ - AAI||Engineering Electrical - AAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SV8eIyd%2BKUnCZAZF1W15bwA%3D%3D
475.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Paind FP at km 227.500 Sangrur to Dogal Kalan and to Punjab Haryana Border from km 181.805 to km 238.819 of NH7(New NH52) in the State of Punjab]  [NHAI/13013/547/CO/23-24/ EQ/Paind FP][2023_NHAI_165005_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SaNSzHlX95JaClJuTDkpVcg%3D%3D
476.,19-Aug-2023 09:00 AM.,24-Aug-2023 11:00 AM,25-Aug-2023 11:30 AM,[Engagement of user fee collection agency for Morwala fee plaza at km 32.640 from Km.130.770 to Km. 228.630 in the State of Haryana and upkeep/maintenance of adjacent Toilet blocks including recouping the consumable items.]  [NHAI/13013/547/CO/23-24/EQ/ Morwala][2023_NHAI_165007_1],National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SkXAop%2F%2BXT2fS1qG676u5Eg%3D%3D
477.,19-Aug-2023 02:00 PM.,28-Aug-2023 06:00 PM,31-Aug-2023 03:30 PM,"[Day to day maintenance of TE compounds at Kaiserbagh, CTO and Chowk Lucknow (For Twelve Months).]  [NIT No.08/2023-24/BSNL/CDL][2023_BSNL_165051_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=StSEyW5WpU3P4ZtjAf6xdRw%3D%3D
478.,19-Aug-2023 06:00 PM.,28-Aug-2023 06:00 PM,31-Aug-2023 03:30 PM,"[Dismantling of badly damages projected RCC Fins and parapet of Inspection Quarter at BSNL Colony Sector-D Aliganj, Lucknow.]  [NIT No.10/2023-24/BSNL/CDL][2023_BSNL_165094_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SxV1NumEqQXr6QVlTZO%2BGGg%3D%3D
479.,19-Aug-2023 06:45 PM.,28-Aug-2023 06:00 PM,31-Aug-2023 03:30 PM,[Sweeping and cleaning work in BSNL Staff Colony at Rajajipuram Lucknow during year 2022-23.]  [NIT No.11/2023-24/BSNL/CDL][2023_BSNL_165098_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SaTH9kjnXKjLJpyZ86ECEtQ%3D%3D
480.,19-Aug-2023 05:00 PM.,09-Sep-2023 12:00 PM,11-Sep-2023 12:30 PM,"[Supply, Installation, Testing and Commissioning of 46 X 1.5 TR split AC units in various RLU exchanges under BA Lucknow]  [13/TEDL/BSNL/2023-24, Dated 18/07/2023][2023_BSNL_165055_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Lucknow,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SYSnTAfFZnseGLuIB6lNTlg%3D%3D
481.,19-Aug-2023 06:00 PM.,24-Aug-2023 06:00 PM,28-Aug-2023 03:30 PM,[Special repair to TII IV BSNL Staff Quarters at Subedarganj BSNL Compound in Allahabad]  [12/2023-24/BSNL/CD/PRJ ][2023_BSNL_165085_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Allahabad,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByClassification&service=direct&session=T&sp=SMRSLaqer8XUc%2FpZhot1XdQ%3D%3D
